32,16,0.1,0.7891199573363135
32,16,0.2,0.7894659542138533
32,16,0.3,0.7905057027301908
32,16,0.4,0.7729565232316645
32,32,0.1,0.8018621709553386
32,32,0.2,0.7932524514156605
32,32,0.3,0.7978971783337883
32,32,0.4,0.8110802515588131
32,64,0.1,0.795357395783326
32,64,0.2,0.8021734373978606
32,64,0.3,0.806654788309064
32,64,0.4,0.8169392280865584
64,16,0.1,0.7959973692440133
64,16,0.2,0.7855456316087733
64,16,0.3,0.7905754879523768
64,16,0.4,0.7921537745057978
64,32,0.1,0.8016291470458903
64,32,0.2,0.7897174673249492
64,32,0.3,0.8012968774374978
64,32,0.4,0.7950181053921115
64,64,0.1,0.8078133567148047
64,64,0.2,0.7947199163230836
64,64,0.3,0.800507603008195
64,64,0.4,0.7994717525755869
128,16,0.1,0.7817671671005307
128,16,0.2,0.7854628661038577
128,16,0.3,0.7787478813667206
128,16,0.4,0.7933764388691207
128,32,0.1,0.7876960859882793
128,32,0.2,0.7997133631442809
128,32,0.3,0.7737720856492377
128,32,0.4,0.7912229395327242
128,64,0.1,0.8034752401228031
128,64,0.2,0.8019731304999906
128,64,0.3,0.7920569291567476
128,64,0.4,0.8069573116251277
256,16,0.1,0.7753071845646102
256,16,0.2,0.8003320118801398
256,16,0.3,0.7887755895289248
